Distance,Speed,Driver
2622.658611111109,158.0,SAI
2634.0919444444426,147.0,SAI
2648.2919444444424,142.0,SAI
2659.258611111109,141.0,SAI
2668.1919444444425,134.0,SAI
2674.2363888888867,136.0,SAI
2684.7363888888867,135.0,SAI
2699.536388888887,148.0,SAI
2713.936388888887,162.0,SAI
2721.358611111109,167.0,SAI
2733.358611111109,180.0,SAI
2748.2919444444424,192.0,SAI
2756.8252777777757,192.0,SAI
2765.5808333333316,197.0,SAI
2781.7586111111095,208.0,SAI
2805.5919444444426,195.0,SAI
2815.1919444444425,144.0,SAI
2822.080833333331,124.0,SAI
2830.819166666665,98.0,SAI
2839.5969444444427,79.0,SAI
2843.763611111109,75.0,SAI
2851.2080555555535,67.0,SAI
2858.8905555555534,63.0,SAI
2862.279444444442,61.0,SAI
2867.2572222222198,64.0,SAI
2870.101666666664,64.0,SAI
2874.901666666664,72.0,SAI
2880.2349999999974,80.0,SAI
2890.2349999999974,100.0,SAI
2894.9461111111086,106.0,SAI
2900.0572222222195,115.0,SAI
2905.390555555553,120.0,SAI
2911.5572222222195,111.0,SAI
2918.3572222222197,102.0,SAI
2926.890555555553,96.0,SAI
2934.623888888886,87.0,SAI
2941.079444444442,83.0,SAI
2946.6127777777756,83.0,SAI
2958.3461111111087,96.0,SAI
2964.179444444442,105.0,SAI
2975.290555555553,125.0,SAI
2981.379444444442,137.0,SAI
2995.021944444442,153.0,SAI
3002.310833333331,164.0,SAI
3011.6441666666647,168.0,SAI
3025.7997222222198,182.0,SAI
3034.2441666666646,190.0,SAI
3057.133055555553,206.0,SAI
3076.333055555553,216.0,SAI
3086.1997222222194,222.0,SAI
3096.13722222222,225.0,SAI
3114.259444444441,233.0,SAI
3127.537222222219,239.0,SAI
3143.8038888888864,244.0,SAI
3169.003888888886,252.0,SAI
3194.8038888888864,258.0,SAI
3212.003888888886,258.0,SAI
3226.6149999999975,263.0,SAI
3250.34833333333,267.0,SAI
3265.403888888886,271.0,SAI
3277.4927777777743,272.0,SAI
16.636666666666667,276.0,NOR
32.19222222222222,280.0,NOR
44.72555555555555,282.0,NOR
73.30472222222221,285.0,NOR
86.06027777777777,287.0,NOR
98.64777777777776,285.0,NOR
127.61444444444444,237.0,NOR
138.14777777777778,237.0,NOR
148.5922222222222,188.0,NOR
156.05888888888887,168.0,NOR
169.85888888888886,138.0,NOR
178.72555555555553,133.0,NOR
189.83666666666664,125.0,NOR
197.76999999999998,119.0,NOR
204.3811111111111,119.0,NOR
210.9922222222222,119.0,NOR
217.93666666666664,125.0,NOR
229.66999999999996,132.0,NOR
239.2033333333333,143.0,NOR
251.49222222222218,158.0,NOR
273.0033333333333,176.0,NOR
289.62555555555554,187.0,NOR
300.62555555555554,198.0,NOR
314.02555555555557,201.0,NOR
325.63666666666666,209.0,NOR
342.51444444444445,217.0,NOR
352.2477777777778,219.0,NOR
367.31444444444446,226.0,NOR
380.14777777777783,231.0,NOR
403.91361111111115,237.0,NOR
419.9802777777778,241.0,NOR
441.7786111111111,246.0,NOR
455.61194444444453,249.0,NOR
481.0119444444445,254.0,NOR
498.14527777777784,257.0,NOR
515.2786111111112,257.0,NOR
532.6119444444446,260.0,NOR
553.0675000000001,263.0,NOR
564.756388888889,263.0,NOR
576.5786111111112,266.0,NOR
594.3119444444445,266.0,NOR
615.0786111111112,267.0,NOR
638.6341666666667,265.0,NOR
650.1008333333334,258.0,NOR
671.6119444444446,242.0,NOR
689.3452777777779,228.0,NOR
703.3452777777779,210.0,NOR
714.5675000000001,202.0,NOR
731.7230555555557,193.0,NOR
746.1897222222224,186.0,NOR
758.1897222222223,180.0,NOR
769.7897222222223,174.0,NOR
783.3230555555557,174.0,NOR
790.8786111111112,170.0,NOR
812.8061111111111,179.0,NOR
834.9283333333333,181.0,NOR
849.8149999999999,168.0,NOR
865.5149999999999,157.0,NOR
875.6483333333332,152.0,NOR
887.2372222222222,149.0,NOR
907.6372222222221,153.0,NOR
914.7038888888889,159.0,NOR
924.1483333333333,170.0,NOR
935.6816666666667,173.0,NOR
946.015,186.0,NOR
963.4372222222222,196.0,NOR
977.1705555555554,206.0,NOR
989.0038888888889,213.0,NOR
